Date,Close,High,Low,Open,Volume,Return,SMA_5,SMA_20,EMA_10,Volatility,Momentum,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5
2026-01-21,1404.5999755859375,1412.9000244140625,1373.0,1389.5,17352720,0.0076039997029679895,1425.7800048828126,1500.0299987792969,1445.2980532286745,0.013720456962025373,-54.2000732421875,-0.01386529140099435,-0.030386204874322198,-0.0006169621496692201,0.0,0.004129955808330088
2026-01-22,1402.5,1419.5,1395.0,1410.0999755859375,15721693,-0.0014950702138959437,1414.5199951171876,1492.2450012207032,1437.3998067133116,0.012627656158159209,-56.300048828125,0.0076039997029679895,-0.01386529140099435,-0.030386204874322198,-0.0006169621496692201,0.0
2026-01-23,1386.0999755859375,1407.0,1381.0,1401.800048828125,9837802,-0.011693422042112323,1400.1599853515625,1483.5900024414063,1427.9583464927407,0.012475648720212541,-71.800048828125,-0.0014950702138959437,0.0076039997029679895,-0.01386529140099435,-0.030386204874322198,-0.0006169621496692201
2026-01-27,1380.5,1391.5999755859375,1368.0,1380.0,26302396,-0.0040400950036596495,1393.539990234375,1475.3350036621093,1419.243294937187,0.011851435369298776,-33.0999755859375,-0.011693422042112323,-0.0014950702138959437,0.0076039997029679895,-0.01386529140099435,-0.030386204874322198
2026-01-28,1396.699951171875,1409.9000244140625,1384.9000244140625,1385.0,11121657,0.011734843297265485,1394.07998046875,1468.179998779297,1415.1110407797605,0.012177446659167299,2.699951171875,-0.0040400950036596495,-0.011693422042112323,-0.0014950702138959437,0.0076039997029679895,-0.01386529140099435
2026-01-29,1391.0,1402.9000244140625,1384.0,1402.9000244140625,20846683,-0.004081013368041231,1391.3599853515625,1459.2099975585938,1410.6979745990884,0.011851080255469708,-13.5999755859375,0.011734843297265485,-0.0040400950036596495,-0.011693422042112323,-0.0014950702138959437,0.0076039997029679895
2026-01-30,1395.4000244140625,1398.0,1378.5,1382.5999755859375,11239835,0.0031632094996854043,1389.939990234375,1450.2,1407.9013681479512,0.012030843161244897,-7.0999755859375,-0.004081013368041231,0.011734843297265485,-0.0040400950036596495,-0.011693422042112323,-0.0014950702138959437
2026-02-02,1390.4000244140625,1392.9000244140625,1335.5,1340.0,15711165,-0.003583201886569798,1390.8,1440.104998779297,1404.7051286433336,0.011964478996620601,4.300048828125,0.0031632094996854043,-0.004081013368041231,0.011734843297265485,-0.0040400950036596495,-0.011693422042112323
2026-02-03,1437.0999755859375,1489.5,1430.199951171875,1473.9000244140625,25456171,0.0335874211391467,1402.1199951171875,1433.054998779297,1410.6165537772176,0.013665221357075914,56.5999755859375,-0.003583201886569798,0.0031632094996854043,-0.004081013368041231,0.011734843297265485,-0.0040400950036596495
2026-02-04,1456.800048828125,1464.0,1440.300048828125,1444.0,8333387,0.013708213469390218,1414.1400146484375,1430.5150024414063,1419.038559811643,0.012930180413797749,60.10009765625,0.0335874211391467,-0.003583201886569798,0.0031632094996854043,-0.004081013368041231,0.011734843297265485
