Date,Close,High,Low,Open,Volume,Return,SMA_5,SMA_20,EMA_10,Volatility,Momentum,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5
2026-02-05,1443.4000244140625,1461.5,1439.5,1457.0,11763658,-0.00919825917416861,1424.62001953125,1427.4750061035156,1423.4787037910967,0.013557131616381833,52.4000244140625,0.013708213469390218,0.0335874211391467,-0.003583201886569798,0.0031632094996854043,-0.004081013368041231
2026-02-06,1450.800048828125,1452.800048828125,1433.5,1441.5,8277304,0.00512680080982153,1435.7000244140625,1426.485009765625,1428.4561145266987,0.013485003606490362,55.4000244140625,-0.00919825917416861,0.013708213469390218,0.0335874211391467,-0.003583201886569798,0.0031632094996854043
2026-02-09,1461.5999755859375,1465.9000244140625,1453.0,1458.0,5775864,0.007444117999951816,1449.9400146484375,1425.8000061035157,1434.492087243295,0.012408571593397554,71.199951171875,0.00512680080982153,-0.00919825917416861,0.013708213469390218,0.0335874211391467,-0.003583201886569798
2026-02-10,1458.5,1471.0,1452.199951171875,1471.0,10259630,-0.00212094665963225,1454.22001953125,1424.565008544922,1438.862978152982,0.012260540713173599,21.4000244140625,0.007444117999951816,0.00512680080982153,-0.00919825917416861,0.013708213469390218,0.0335874211391467
2026-02-11,1468.699951171875,1470.0,1453.5999755859375,1459.5999755859375,7106877,0.006993452980373682,1456.6,1425.3600036621094,1444.2937946749014,0.012086436661642828,11.89990234375,-0.00212094665963225,0.007444117999951816,0.00512680080982153,-0.00919825917416861,0.013708213469390218
2026-02-12,1448.9000244140625,1473.0,1445.5,1470.0,11135399,-0.013481260581519106,1457.7,1424.8650024414062,1445.132037635431,0.013194898636973857,5.5,0.006993452980373682,-0.00212094665963225,0.007444117999951816,0.00512680080982153,-0.00919825917416861
2026-02-13,1419.5999755859375,1450.699951171875,1416.300048828125,1445.5,10755693,-0.02022227091891593,1451.4599853515624,1422.9049987792969,1440.486458952297,0.015296864575932488,-31.2000732421875,-0.013481260581519106,0.006993452980373682,-0.00212094665963225,0.007444117999951816,0.00512680080982153
2026-02-16,1437.0999755859375,1439.5999755859375,1409.300048828125,1420.0999755859375,5896514,0.012327416385575107,1446.5599853515625,1421.8649963378907,1439.8703673464702,0.015497924503826453,-24.5,-0.02022227091891593,-0.013481260581519106,0.006993452980373682,-0.00212094665963225,0.007444117999951816
2026-02-17,1423.0,1431.800048828125,1418.5999755859375,1431.0999755859375,10731630,-0.009811408966302837,1439.4599853515624,1422.3349975585938,1436.8015306727818,0.011728481444285564,-35.5,0.012327416385575107,-0.02022227091891593,-0.013481260581519106,0.006993452980373682,-0.00212094665963225
2026-02-18,1441.300048828125,1442.0999755859375,1419.199951171875,1427.0,5521096,0.012860188916461679,1433.9800048828124,1424.7,1437.6197696700324,0.011613434579076527,-27.39990234375,-0.009811408966302837,0.012327416385575107,-0.02022227091891593,-0.013481260581519106,0.006993452980373682
2026-02-19,1409.5,1443.0,1400.0,1443.0,11884664,-0.02206344810296834,1426.1,1424.945001220703,1432.5054140161874,0.013222629692675944,-39.4000244140625,0.012860188916461679,-0.009811408966302837,0.012327416385575107,-0.02022227091891593,-0.013481260581519106
2026-02-20,1419.4000244140625,1427.4000244140625,1406.0999755859375,1409.5,8177670,0.007023784614446527,1426.060009765625,1425.7900024414062,1430.1219790435857,0.0133538890975492,-0.199951171875,-0.02206344810296834,0.012860188916461679,-0.009811408966302837,0.012327416385575107,-0.02022227091891593
2026-02-23,1428.0,1434.9000244140625,1418.300048828125,1425.0,7758856,0.006058880821484758,1424.2400146484374,1427.8850036621093,1429.7360803063125,0.01325061210261316,-9.0999755859375,0.007023784614446527,-0.02206344810296834,0.012860188916461679,-0.009811408966302837,0.012327416385575107
2026-02-24,1428.800048828125,1433.300048828125,1415.0,1425.300048828125,12529409,0.0005602582830006586,1425.4000244140625,1430.3000061035157,1429.565862317586,0.013280461726228356,5.800048828125,0.006058880821484758,0.007023784614446527,-0.02206344810296834,0.012860188916461679,-0.009811408966302837
2026-02-25,1398.5,1440.5,1393.5,1435.0,10728792,-0.0212066403923884,1416.8400146484375,1430.3900085449218,1423.916696959911,0.014131169003016012,-42.800048828125,0.0005602582830006586,0.006058880821484758,0.007023784614446527,-0.02206344810296834,0.012860188916461679
2026-02-26,1406.800048828125,1412.9000244140625,1391.9000244140625,1398.5,16683858,0.0059349651970861395,1416.3000244140626,1431.1800109863282,1420.8042064257154,0.014139027778901102,-2.699951171875,-0.0212066403923884,0.0005602582830006586,0.006058880821484758,0.007023784614446527,-0.02206344810296834
2026-02-27,1406.4000244140625,1407.5999755859375,1388.0999755859375,1398.0,3754572,-0.0002843505830097959,1413.7000244140625,1431.7300109863281,1418.1850076395772,0.012755810325547427,-13.0,0.0059349651970861395,-0.0212066403923884,0.0005602582830006586,0.006058880821484758,0.007023784614446527
